run_id,tick,active_cars,candidates,selected,conflicts,reserved_size
47,92,7,1,1,0,28
47,93,8,1,1,0,21
47,94,5,0,0,0,12
47,95,4,0,0,0,7
47,96,2,0,0,0,3
47,97,1,0,0,0,1
48,0,0,100,43,57,220
48,1,39,61,9,52,249
48,2,41,59,12,47,261
48,3,46,54,8,46,235
48,4,49,51,12,39,286
48,5,48,52,5,47,257
48,6,46,54,4,50,233
48,7,40,60,11,49,255
48,8,40,60,10,50,270
48,9,44,56,5,51,258
48,10,42,57,9,48,270
48,11,46,52,9,43,268
48,12,50,48,4,44,245
48,13,45,52,6,46,232
48,14,39,57,6,51,216
48,15,40,56,7,49,232
48,16,40,56,4,52,204
48,17,40,55,9,46,236
48,18,38,59,8,51,248
48,19,39,57,7,50,244
48,20,42,50,5,45,229
48,21,37,55,5,50,227
48,22,38,52,5,47,227
48,23,36,56,2,54,205
48,24,33,58,9,49,234
48,25,36,56,5,51,229
48,26,39,52,8,44,218
48,27,41,46,5,41,205
48,28,38,52,9,43,227
48,29,42,46,6,40,223
48,30,44,42,7,35,227
48,31,40,44,9,35,225
48,32,42,46,5,41,201
48,33,39,42,8,34,221
48,34,38,46,6,40,211
48,35,41,42,8,34,220
48,36,40,40,5,35,212
48,37,38,42,6,36,205
48,38,38,40,7,33,215
48,39,40,33,3,30,190
48,40,35,39,8,31,216
48,41,36,32,8,24,224
48,42,39,33,3,30,194
48,43,34,34,6,28,194
48,44,32,37,6,31,212
48,45,33,32,4,28,196
48,46,34,30,5,25,184
48,47,34,36,9,27,200
48,48,39,26,7,19,206
48,49,42,24,3,21,178
48,50,38,25,7,18,175
48,51,35,26,4,22,157
48,52,31,28,8,20,161
48,53,30,28,6,22,166
48,54,35,23,5,18,165
48,55,32,23,6,17,180
48,56,31,21,3,18,155
48,57,28,21,5,16,159
48,58,31,19,2,17,146
48,59,25,23,7,16,149
48,60,27,22,7,15,178
48,61,28,19,1,18,153
48,62,27,17,4,13,150
48,63,28,17,2,15,129
48,64,29,14,4,10,121
48,65,25,15,5,10,113
48,66,22,15,7,8,132
48,67,23,14,5,9,139
48,68,24,12,4,8,144
48,69,27,11,5,6,141
48,70,25,8,0,8,109
48,71,21,14,4,10,119
48,72,22,8,2,6,108
48,73,22,9,2,7,97
48,74,22,10,3,7,91
48,75,17,7,3,4,93
48,76,17,8,2,6,85
48,77,16,5,3,2,84
48,78,17,6,4,2,85
48,79,18,4,0,4,64
48,80,14,5,2,3,51
48,81,15,1,1,0,41
48,82,9,1,1,0,32
48,83,8,2,1,1,34
48,84,8,0,0,0,25
48,85,4,1,1,0,29
48,86,4,1,1,0,31
48,87,4,1,1,0,32
48,88,5,1,1,0,32
48,89,5,1,1,0,32
48,90,6,0,0,0,26
48,91,6,0,0,0,20
48,92,6,0,0,0,14
48,93,3,0,0,0,8
48,94,3,0,0,0,5
48,95,1,0,0,0,2
48,96,1,0,0,0,1
49,0,0,100,43,57,203
49,1,38,62,9,53,210
49,2,42,58,11,47,238
49,3,41,59,10,49,247
49,4,46,54,9,45,259
49,5,46,54,6,48,244
49,6,44,56,8,48,236
49,7,44,56,14,42,282
49,8,51,48,5,43,254
49,9,47,51,5,46,239
49,10,44,54,10,44,266
49,11,45,52,8,44,267
49,12,47,49,5,44,246
49,13,46,50,6,44,269
49,14,41,55,8,47,278
49,15,41,54,9,45,296
49,16,44,52,8,44,308
49,17,46,49,4,45,284
49,18,44,53,6,47,282
49,19,44,50,6,44,271
49,20,43,50,3,47,244
49,21,39,57,11,46,277
49,22,48,45,4,41,254
49,23,44,48,6,42,234
49,24,44,48,8,40,241
49,25,43,47,7,40,241
49,26,46,43,5,38,225
49,27,42,48,10,38,246
49,28,44,45,8,37,251
49,29,49,38,4,34,225
49,30,46,41,8,33,235
49,31,41,45,4,41,206
49,32,38,45,8,37,230
49,33,38,44,5,39,215
49,34,37,43,5,38,213
49,35,40,39,3,36,186
49,36,37,44,6,38,188
49,37,33,46,6,40,195
49,38,34,41,8,33,205
49,39,36,40,5,35,202
49,40,38,37,5,32,196
49,41,35,39,3,36,178
49,42,33,42,8,34,193
49,43,35,33,4,29,183
49,44,36,35,8,27,196
49,45,40,30,6,24,192
49,46,36,32,4,28,169
49,47,34,32,7,25,178
49,48,36,34,3,31,160
49,49,29,36,5,31,154
49,50,28,36,8,28,178
49,51,32,32,3,29,167
49,52,31,34,6,28,177
49,53,29,28,4,24,163
49,54,32,26,7,19,180
49,55,34,26,5,21,183
49,56,33,23,3,20,161
49,57,32,23,10,13,191
49,58,36,18,1,17,156
49,59,31,21,5,16,170
49,60,32,27,5,22,158
49,61,29,20,3,17,136
49,62,25,20,3,17,133
49,63,25,18,4,14,141
49,64,24,18,6,12,149
49,65,26,19,4,15,138
49,66,27,16,6,10,141
49,67,30,9,4,5,133
49,68,28,9,1,8,107
49,69,19,11,5,6,121
49,70,22,12,4,8,115
49,71,23,12,3,9,110
49,72,23,7,3,4,102
49,73,22,11,4,7,99
49,74,16,6,2,4,87
49,75,15,10,5,5,93
49,76,16,7,2,5,91
49,77,16,6,1,5,79
49,78,15,5,2,3,81
49,79,16,3,2,1,79
49,80,14,4,2,2,74
49,81,15,3,0,3,58
49,82,12,4,2,2,55
49,83,10,3,2,1,50
49,84,11,0,0,0,38
49,85,10,2,1,1,35
49,86,7,1,0,1,24
49,87,5,1,1,0,28
49,88,6,1,1,0,29
49,89,6,1,1,0,26
49,90,4,1,1,0,25
49,91,5,1,1,0,25
49,92,6,0,0,0,19
49,93,4,0,0,0,13
49,94,4,0,0,0,9
49,95,3,0,0,0,5
49,96,1,0,0,0,2
49,97,1,0,0,0,1
50,0,0,100,43,57,205
50,1,40,60,11,49,241
50,2,46,54,8,46,249
50,3,46,54,12,42,279
50,4,49,51,5,46,258
50,5,43,57,9,48,275
50,6,44,56,6,50,254
50,7,42,58,10,48,279
50,8,42,58,6,52,274
50,9,43,56,5,51,263
50,10,45,54,7,47,257
50,11,43,56,10,46,277
50,12,46,51,3,48,244
50,13,45,51,9,42,277
50,14,46,51,4,47,245
50,15,42,54,10,44,272
50,16,45,52,8,44,276
50,17,47,50,3,47,233
50,18,43,54,8,46,242
50,19,43,53,6,47,233
50,20,39,56,5,51,224
50,21,40,55,8,47,241
50,22,42,50,8,42,247
50,23,45,48,8,40,261
50,24,45,46,5,41,246
50,25,45,44,10,34,260
50,26,51,39,5,34,243
50,27,45,45,8,37,248
50,28,41,48,3,45,221
50,29,39,51,5,46,203
50,30,36,47,8,39,207
50,31,39,45,5,40,192
50,32,41,44,6,38,188
50,33,39,41,10,31,217
50,34,41,44,6,38,203
50,35,41,43,8,35,206
50,36,43,38,4,34,191
50,37,36,43,12,31,236
50,38,38,40,7,33,231
50,39,39,33,6,27,222
50,40,42,31,4,27,203
50,41,43,30,7,23,212
50,42,42,31,6,25,207
50,43,39,30,2,28,173
50,44,32,35,5,30,167
50,45,31,35,3,32,149
50,46,26,35,6,29,147
50,47,27,34,5,29,153
50,48,28,31,5,26,148
50,49,30,29,6,23,160
50,50,29,29,5,24,149
50,51,29,29,6,23,159
50,52,28,26,3,23,145
50,53,26,24,1,23,122
50,54,24,32,5,27,129
50,55,26,22,3,19,121
50,56,26,24,6,18,129
50,57,27,24,7,17,154
50,58,28,22,7,15,160
50,59,29,20,1,19,130
50,60,23,19,4,15,129
50,61,24,21,7,14,141
50,62,28,16,4,12,133
50,63,29,10,4,6,142
50,64,27,11,3,8,126
50,65,23,14,4,10,121
50,66,24,14,4,10,118
50,67,24,15,3,12,106
50,68,22,12,4,8,102
50,69,23,11,5,6,115
50,70,21,11,2,9,99
50,71,20,13,4,9,102
50,72,20,8,2,6,93
50,73,17,10,4,6,91
50,74,19,9,4,5,95
50,75,20,6,2,4,79
50,76,18,5,1,4,65
50,77,14,8,6,2,101
50,78,17,2,2,0,96
50,79,16,5,3,2,92
50,80,16,4,4,0,96
50,81,17,3,2,1,91
50,82,18,5,2,3,83
50,83,18,5,3,2,83
50,84,18,2,0,2,62
50,85,15,3,3,0,59
50,86,14,0,0,0,41
50,87,9,1,1,0,36
50,88,8,0,0,0,26
50,89,5,0,0,0,18
50,90,3,0,0,0,13
50,91,3,0,0,0,10
50,92,3,0,0,0,7
50,93,2,0,0,0,4
50,94,1,0,0,0,2
50,95,1,0,0,0,1
51,0,0,100,45,55,233
51,1,42,58,12,46,272
51,2,50,50,5,45,246
51,3,44,56,10,46,261
51,4,46,54,5,49,231
51,5,42,58,9,49,245
51,6,44,55,8,47,244
51,7,43,57,9,48,258
51,8,42,58,6,52,242
51,9,42,57,12,45,262
51,10,46,54,13,41,290
51,11,53,47,5,42,265
51,12,50,49,7,42,266
51,13,52,45,6,39,241
51,14,52,47,7,40,229
51,15,44,51,7,44,216
51,16,41,53,11,42,251
51,17,43,51,6,45,244
51,18,45,52,7,45,235
51,19,43,50,12,38,269
51,20,44,48,7,41,255
51,21,45,47,9,38,252
51,22,49,45,6,39,246
51,23,48,45,7,38,244
51,24,45,47,6,41,238
51,25,42,50,5,45,229
51,26,40,51,9,42,226
51,27,42,46,9,37,223
51,28,45,39,6,33,209
51,29,41,42,6,36,204
51,30,44,42,7,35,191
51,31,41,41,7,34,190
51,32,39,41,5,36,177
51,33,34,42,8,34,186
51,34,33,43,4,39,182
51,35,33,41,4,37,172
51,36,32,41,9,32,197
51,37,35,37,4,33,170
51,38,33,37,8,29,178
51,39,30,38,7,31,178
51,40,33,38,8,30,196
51,41,35,34,6,28,196
51,42,32,36,8,28,199
51,43,35,30,7,23,220
51,44,37,28,3,25,196
51,45,36,27,5,22,187
51,46,38,28,5,23,184
51,47,36,26,6,20,169
51,48,37,23,4,19,145
51,49,32,29,11,18,194
51,50,33,25,4,21,176
51,51,30,23,5,18,174
51,52,30,24,5,19,176
51,53,32,22,5,17,173
51,54,31,19,4,15,151
51,55,31,21,2,19,124
51,56,25,23,8,15,148
51,57,28,20,6,14,161
51,58,27,17,4,13,154
51,59,26,17,3,14,152
51,60,26,17,1,16,130
51,61,22,15,1,14,112
51,62,21,16,5,11,126
51,63,24,15,3,12,118
51,64,24,13,4,9,112
51,65,25,9,1,8,89
51,66,23,11,4,7,86
51,67,19,12,5,7,91
51,68,21,8,4,4,92
51,69,20,8,4,4,92
51,70,18,10,2,8,75
51,71,15,12,5,7,87
51,72,16,8,4,4,88
51,73,18,4,2,2,79
51,74,18,2,0,2,59
51,75,14,5,3,2,67
51,76,12,3,3,0,68
51,77,11,2,1,1,56
51,78,10,2,2,0,66
51,79,9,1,1,0,60
51,80,7,0,0,0,50
51,81,7,1,1,0,48
51,82,8,0,0,0,40
51,83,8,0,0,0,32
51,84,7,0,0,0,24
51,85,5,0,0,0,17
51,86,4,0,0,0,12
51,87,4,0,0,0,8
51,88,3,0,0,0,4
51,89,1,0,0,0,1
52,0,0,100,49,51,228
52,1,45,55,9,46,230
52,2,42,58,8,50,223
52,3,44,56,14,42,256
52,4,45,55,7,48,254
52,5,45,55,4,51,230
52,6,39,60,11,49,237
52,7,42,58,8,50,225
52,8,41,58,8,50,235
52,9,43,56,11,45,243
52,10,48,49,5,44,238
52,11,43,53,5,48,207
52,12,40,55,8,47,205
52,13,37,58,9,49,229
52,14,38,59,10,49,234
52,15,41,53,10,43,258
52,16,43,51,4,47,238
52,17,46,47,5,42,219
52,18,44,51,7,44,215
52,19,44,49,8,41,214
52,20,41,50,6,44,203
52,21,38,52,8,44,217
52,22,42,50,6,44,232
52,23,42,50,5,45,219
52,24,37,57,11,46,239
52,25,43,48,6,42,240
52,26,45,48,10,38,254
52,27,46,43,7,36,248
52,28,47,44,5,39,218
